ref,manufacturer,company_location,review_date,country_of_bean_origin,specific_bean_origin,cocoa_percent,number_of_ingredients,ingredients,rating,characteristics,Characteristics 2,Characteristics 3,,
1482,Terroir,U.S.A.,2015,Ecuador,Ecuador,0.7,2," B,S",3.25,floral, earthy, bourbon,,
1323,Terroir,U.S.A.,2014,Ecuador,"Ecuador, batch 6-5-15",0.77,2," B,S",3.25,intense, mild coffee and rum,,,
1157,Sublime Origins,U.S.A.,2013,Belize,Moho Valley,0.78,2," B,S",3.25,intense, rich, dark berry,,
2684,Spinnaker,U.S.A.,2021,Belize,"Maya Mountain, Toledo District, batch 12-1",0.7,2," B,S",3.25,strong roast, tart raspberry,,,
1367,Somerville,U.S.A.,2014,Nicaragua,Nicaragua,0.7,2," B,S",3.25,earthy, dried fruit, complex,,
1161,Solstice,U.S.A.,2013,Bolivia,Bolivia,0.7,2," B,S",3.25,intense, leathery, cocoa,,
1450,Shark Mountain,U.S.A.,2015,Jamaica,Jamaica,0.72,2," B,S",3.25,sticky, dried fruit, smoke,,
1335,Shark Mountain,U.S.A.,2014,Belize,"Belize, 2013",0.72,2," B,S",3.25,fruity, blueberry,,,
2660,Seahorse,U.S.A.,2021,Trinidad,Gewan Gangaram,0.75,2," B,S",3.25,sl roasty, woody, melon, spicy,
2104,Seahorse,U.S.A.,2018,Tanzania,Kokoa Kamili,0.7,2," B,S",3.25,sticky, cherry, cocoa,,
1566,Rogue,U.S.A.,2015,Bolivia,"Tranquilidad, Batch 1",0.75,2," B,S",3.25,roasty, dried fruit, sour,,
983,Bar Au Chocolat,U.S.A.,2012,Dominican Republic,Duarte Province,0.7,2," B,S",3.25,complex,black pepper,coffee,,
967,Ritual,U.S.A.,2012,Ecuador,"Camino Verde P., 2012, Balao, Guayas, batch 1",0.75,2," B,S",3.25,dried fruit, nut, bitter, roasty,
2668,Ranger,U.S.A.,2021,Mexico,Soconusco,0.7,2," B,S",3.25,fruit, yogurt, astringent,,
1562,Ranger,U.S.A.,2015,Peru,"Chulucanas, Batch 1",0.8,2," B,S",3.25,fruity, melon,,,
2118,Primo Botanica,U.S.A.,2018,Peru,Choba Choba,0.75,2," B,S*",3.25,molasses, coffee, cocoa,,
2118,Primo Botanica,U.S.A.,2018,Tanzania,"Kokoa Kamili, 2018 Harvest",0.75,2," B,S*",3.25,sour palm, rich cocoa, fruit,,
1510,Pitch Dark,U.S.A.,2015,Nicaragua,Rugoso,0.8,2," B,S",3.25,chunky, dairy, nutty, rich,
1319,Pitch Dark,U.S.A.,2014,Ecuador,"Camino Verde P., Balao, Guayas, ""Fruity""",0.73,2," B,S",3.25,tobacco, woody, rum,,
1311,Pitch Dark,U.S.A.,2014,Madagascar,Akesson Estate,0.73,2," B,S",3.25,intense, dried fruit, roasty,,
1856,Parliament,U.S.A.,2016,Tanzania,Kilombero Valley,0.7,2," B,S",3.25,sour, earthy, roasty,,
2518,Or Dubh,U.S.A.,2020,Vietnam,"Ben Tre, Mekond Delta, 2018 H.",0.7,2," B,S",3.25,roast dominates,spicy,astringent,,
2514,Or Dubh,U.S.A.,2020,Madagascar,"Sambirano, Northern Ambanja, 2018 Harvest",0.7,2," B,S",3.25,sweet, tart, raisin, sour ending,
2696,Odyssey,U.S.A.,2021,Peru,Ucayali,0.7,2," B,S",3.25,deep cocoa, cherry, slight ashy,,
2582,Odyssey,U.S.A.,2021,U.S.A.,Hawaii Kona,0.7,2," B,S",3.25,burnt fudge, nutty,,,
2498,Odyssey,U.S.A.,2020,Colombia,Arhuaca,0.7,2," B,S",3.25,walnut, tobacco, grassy,,
2494,Odyssey,U.S.A.,2020,India,Idukki Hills,0.7,2," B,S",3.25,intense tart, sourness,,,
2494,Odyssey,U.S.A.,2020,Uganda,Bundibugyo,0.7,2," B,S",3.25,dominant hazelnut, fudge,,,
2756,Nostalgia,U.S.A.,2022,Madagascar,Bejofo,0.7,2," B,S",3.25,sl. Burnt, nutty, fruit in back,,
1618,Molucca,U.S.A.,2015,Peru,Peru,0.7,2," B,S",3.25,dry, nutty, fruity,,
1430,Maverick,U.S.A.,2014,Peru,Tumbes,0.82,2," B,S",3.25,intense, burnt, bitter, spice,
1367,Maverick,U.S.A.,2014,Dominican Republic,Elvesia,0.7,2," B,S",3.25,roasty, coffee,,,
1367,Maverick,U.S.A.,2014,Belize,Maya Mountain,0.7,2," B,S",3.25,heavy roast, smoke,,,
1450,Mast Brothers,U.S.A.,2015,Tanzania,Tanzania,0.74,2," B,S",3.25,green, vegetal, mild spice,,
777,Mast Brothers,U.S.A.,2011,Dominican Republic,Conacado,0.73,2," B,S",3.25,dry, gritty, red berry, coffee,
572,Mast Brothers,U.S.A.,2010,Dominican Republic,"Dominican Republic, Coop",0.7,2," B,S",3.25,sticky, earthy, coffee,,
1928,Arete,U.S.A.,2016,Vietnam,Lam Dong,0.73,2," B,S",3.25,earthy, nutty, cardboard,,
1928,Arete,U.S.A.,2016,Fiji,Matasawalevu,0.7,2," B,S",3.25,smoke, hammy, cocoa base,,
1952,Letterpress,U.S.A.,2017,Belize,"Maya Mtn, Batch 18, Heirloom",0.7,2," B,S",3.25,smokey, mild berry,,,
1728,Letterpress,U.S.A.,2016,Liberia,Liberia,0.7,2," B,S",3.25,floral, black licorice,,,
1566,Letterpress,U.S.A.,2015,Dominican Republic,"La Red, Guaconejo",0.7,2," B,S",3.25,red fruit, brownie,,,
1562,Letterpress,U.S.A.,2015,Bolivia,Beniamo,0.7,2," B,S",3.25,dried fruit, nutty, mushroom,,
2138,La Chorena,U.S.A.,2018,Guatemala,"Lachua, Cacao Verapaz",0.7,2," B,S",3.25,tart, molasses, grits,,
1426,Kto,U.S.A.,2014,Belize,Belize,0.9,2," B,S",3.25,intense, spicy, pungent,,
1602,Arete,U.S.A.,2015,Guatemala,Guatemala,0.7,2," B,S",3.25,strawberry, butterscotch, off,,
1279,Isidro,U.S.A.,2014,Dominican Republic,"Dominican Republic, batch 30",0.72,2," B,S",3.25,roasty, nutty, spicy,,
1279,Isidro,U.S.A.,2014,Belize,"Belize, batch 26",0.72,2," B,S",3.25,mild metallic, spice, tea,,
2586,Animas,U.S.A.,2021,Guatemala,"Alta Verapaz, Cahabon & Lanquin regions, b. 4243",0.75,2," B,S",3.25,orange citrus, harsh earthiness,,,
1550,hexx,U.S.A.,2015,Peru,Peru,0.7,2," B,S*",3.25,palm, spicy, flour,,
1550,hexx,U.S.A.,2015,Ecuador,Ecuador,0.73,2," B,S*",3.25,floral, palm, sour,,
2614,Hemisphere,U.S.A.,2021,Nicaragua,"Matagalpa, El Tuma region",0.7,2," B,S",3.25,delicate fruit, black tea,,,
2756,Harvest,U.S.A.,2022,Ecuador,Ecuador,0.68,2," B,S",3.25,spicy, earthy, grassy, astringent,
2752,Harvest,U.S.A.,2022,Ghana,Ghana,0.68,2," B,S",3.25,deep cocoa, nutty, earthy,,
2644,Gotham,U.S.A.,2021,Dominican Republic,Oko Caribe,0.7,2," B,S",3.25,sandy, sweet, earthy,deep cocoa,
2642,Gotham,U.S.A.,2021,Bolivia,"Alto Beni, ""Wild""",0.7,2," B,S",3.25,spice/herb dominate cocoa base,,,,
2550,Fruition,U.S.A.,2021,Dominican Republic,"Los Bejucos, batch 1",0.77,2," B,S",3.25,sl. bitter up front, fatty, intense,,
1960,Mirzam,U.A.E.,2017,Madagascar,Madagascar,0.72,2," B,S",3.25,tangy, roasty, ham,,
2274,Cacai Cacao,Taiwan,2019,Taiwan,Pingtung,0.7,2," B,S*",3.25,molasses, sour notes,,,
2198,Love Brown,Taiwan,2018,Nicaragua,O'Payo,0.8,2," B,S",3.25,nutty, mild dairy,,,
1442,Original Beans (Felchlin),Switzerland,2014,Blend,"Grand Cru Blend No.1, 5 yr. Anniversary Ed",0.8,2," B,S",3.25,creamy, mild bitter, coffee,,
2748,Standout,Sweden,2022,Madagascar,Bejofo,0.7,2," B,S",3.25,slow to develop, melon, earthy,,
1868,Tan Ban Skrati,Suriname,2016,Suriname,"Paramaribo, batch 20160043-01",0.7,2," B,S",3.25,earthy, floral, dry,,
1137,Emerald Estate,St. Lucia,2013,St. Lucia,Emerald Estate,0.7,2," B,S",3.25,sandy, tannic, earthy,,
2302,Pangea,Spain,2019,Dominican Republic,Caribe,0.76,2," B,S",3.25,cocoa, earthy, roasty,,
2298,Pangea,Spain,2019,Madagascar,Sambirano,0.76,2," B,S",3.25,fruit, sour, roasty,,
2298,Pangea,Spain,2019,Belize,Maya Mtn,0.75,2," B,S",3.25,fig, sour, rubbery,,
1844,Roasting Masters,South Korea,2016,Costa Rica,Maleku,0.7,2," B,S",3.25,roasty, coffee, intense,,
1844,Roasting Masters,South Korea,2016,Costa Rica,"Tapanti, light roast",0.7,2," B,S",3.25,fatty, honey, slight sour,,
1844,Roasting Masters,South Korea,2016,Costa Rica,"La Dorado, light roast",0.7,2," B,S",3.25,dried fruit, intense,,,
2072,Fossa,Singapore,2018,Philippines,Davao,0.7,2," B,S",3.25,sandy, dried fruit, roasty,,
1638,Britarev,Russia,2015,Ecuador,Ecuador,0.7,2," B,S",3.25,powdery, floral, molasses,,
875,Manufaktura Czekolady,Poland,2012,Ecuador,Grand Cru Ecuador,0.7,2," B,S",3.25,grits, roaste brownie,,,
871,Manufaktura Czekolady,Poland,2012,Dominican Republic,Grand Cru Dominican Republic,0.7,2," B,S",3.25,chewy, brownie like,,,
935,Nova Monda,Nicaragua,2012,Ecuador,"Punta Galera, cacao Nacional, gold label",0.8,2," B,S",3.25,sandy, strawberries,,,
2162,Argencove,Nicaragua,2018,Nicaragua,Masaya,0.7,2," B,S",3.25,melon, late hammy,,,
2318,Foundry,New Zealand,2019,Tanzania,"Kilombero Valley, 2017 h., batch TK020",0.7,2," B,S",3.25,nutty, bland, late sour,,
1796,Solomons Gold,New Zealand,2016,Solomon Islands,Solomon Island w/ nibs,0.75,2," B,S",3.25,spicy, roasted, fresh nibs,,
1792,Solomons Gold,New Zealand,2016,Solomon Islands,Solomon Island,0.7,2," B,S",3.25,sweet, roasty, spicy,,
1411,Ocho,New Zealand,2014,Papua New Guinea,"PNG, Voodoo, batch 95",0.88,2," B,S",3.25,intense, bitter, sour, smokey,
2282,Krak,Netherlands,2019,Papua New Guinea,Gazelle,0.7,2," B,S",3.25,astringent, smomkey cocoa,,,
2068,Krak,Netherlands,2018,Philippines,Kablon Farm,0.7,2," B,S",3.25,nuts, dried fruit, grassy,,
2016,Krak,Netherlands,2017,Mexico,Xoconusco,0.7,2," B,S",3.25,medium roast, nutty,,,
2290,Bonaterra,Malaysia,2019,Malaysia,"Tawau, Borneo Island",0.74,2," B,S",3.25,grassy, savory, sour,,
1684,Cacao Store,Japan,2015,Peru,Peru,0.7,2," B,S",3.25,dried fruit, sour, nutella,,
1684,Theobroma,Japan,2015,Peru,"Piura Select, Cacao Blanc",0.7,2," B,S",3.25,peanut butter, sour milk,,,
2214,Milton,Japan,2018,Vietnam,Ben Tre,0.7,2," B,S",3.25,cocounut, late sour,,,
135,Domori,Italy,2007,Venezuela,Granella,0.6,2," B,S",3.25,mild spice, licorice,,,
129,Domori,Italy,2007,Venezuela,"Ocumare 61, Puertomar",0.75,2," B,S",3.25,sticky, smoke, ham, earthy,
87,Domori,Italy,2006,Peru,Apurimac,0.7,2," B,S",3.25,floral, olive,,,
2060,Nearynogs,Ireland,2018,Dominican Republic,"Hispaniola, batch 170308",0.7,2," B,S",3.25,dry, sandy, sweet, acidic,
991,Danta,Guatemala,2012,Guatemala,"Oscuro, Finca Chimelb",0.7,2," B,S",3.25,nutty, ashey, spicy pepper,,
1407,Choco Del Sol,Germany,2014,Belize,Maya Mountain,0.82,2," B,S",3.25,powdery, bland, mild choco,,
2114,Encuentro,France,2018,Dominican Republic,Oko Caribe,0.7,2," B,S",3.25,earthy, floral, cocoa,,
316,Bouga Cacao (Tulicorp),Ecuador,2009,Ecuador,"El Oro, Hacienda de Oro",0.77,2," B,S",3.25,sticky, lavendar, molasses,,
1418,To'ak (Ecuatoriana),Ecuador,2014,Ecuador,Manabi,0.81,2," B,S",3.25,waxy, mild fruit, floral,,
2362,Mellow,Denmark,2019,Tanzania,"Kokoa Kamili, 2018 harvest, Mbingu Village",0.7,2," B,S*",3.25,creamy, coconut, cocoa,,
2362,Mellow,Denmark,2019,Philippines,"Kablon Farms, Mindanao Island, 2018 harvest",0.7,2," B,S*",3.25,smooth, coconut, cocoa,,
1586,Caribeans,Costa Rica,2015,Costa Rica,"Talamanca, Raul-Kekoldo community",0.72,2," B,S",3.25,floral, earthy, acidic,,
1498,Ambrosia,Canada,2015,Venezuela,Venezuela,0.7,2," B,S",3.25,sandy, roasty, nutty,,
1498,Ambrosia,Canada,2015,Papua New Guinea,Papua New Guinea,0.63,2," B,S",3.25,smokey, savory,,,
1498,Ambrosia,Canada,2015,Dominican Republic,Dominican Republic,0.75,2," B,S",3.25,high roast, high astringnet,,,
1494,Ambrosia,Canada,2015,Madagascar,Madagascar,0.66,2," B,S",3.25,fruity, sour,,,
2004,Uncouth,Canada,2017,Guatemala,Guatemala,0.75,2," B,S",3.25,dry, coarse, sour,,
1936,Soul,Canada,2017,Papua New Guinea,Papua New Guinea,0.77,2," B,S",3.25,sandy, smokey, fruit, sour,
1936,Soul,Canada,2017,Ecuador,Ecuador,0.75,2," B,S",3.25,dry, floral, earthy,,
1932,Soul,Canada,2017,Dominican Republic,Dominican Republic,0.7,2," B,S",3.25,few grits, sweet, cocoa,,
1650,Sirene,Canada,2015,Haiti,Pisa,0.73,2," B,S",3.25,oily, medium roasted cocoa,,,
1614,Sirene,Canada,2015,Guatemala,"Lachua w/ maple sugar, batch 5",0.73,2," B,S*",3.25,waxy, maple, flat,,
1570,Palette de Bine,Canada,2015,Trinidad,"San Juan Estate, Gran Couva",0.7,2," B,S*",3.25,maple, spicy, cocoa,,
1570,Palette de Bine,Canada,2015,Bolivia,"Silvestre, La Paz, Beni",0.7,2," B,S",3.25,slow, sweet, spicy,,
1808,Marigold's Finest,Canada,2016,Blend,Cacao Nib Crunch,0.75,2," B,S",3.25,earthy, coffee, roasty,,
2402,Casa Lasevicius,Brazil,2019,Brazil,"Amazon Forest, 2018",0.65,2," B,S",3.25,molasses, rich, vegetal,,
1976,Luisa Abram,Brazil,2017,Brazil,"Rio Purus, 2016 Harvest",0.81,2," B,S",3.25,oily, burnt, earthy,,
1474,Bahen & Co.,Australia,2015,Blend,Houseblend,0.8,2," B,S",3.25,coarse, smokey, metallic,,
1992,Alain Ducasse,France,2017,Mexico,"Porcelana, Mexique",0.75,6,"B,S,C,V,L,Sa",3.5,strawberry, cream, gateway,,
1129,Brasstown aka It's Chocolate,U.S.A.,2013,Venezuela,"Chuao, Mantuano blend, batch 23613",0.85,5," B,S,C,V,L",3.5,intense, cooked banana,,,
1129,Brasstown aka It's Chocolate,U.S.A.,2013,Ghana,"Ghana, batch 021813",0.75,5," B,S,C,V,L",3.5,fatty, brownie, nutty,,
464,Scharffen Berger,U.S.A.,2010,Grenada,Camahogne,0.68,5," B,S,C,V,L",3.5,smooth, grassy, minty,,
15,Scharffen Berger,U.S.A.,2006,Blend,Bittersweet,0.7,5," B,S,C,V,L",3.5,cherry, mild bitter,,,
502,Malie Kai (Guittard),U.S.A.,2010,U.S.A.,"O'ahu Island, N. Shore, Waialua Estate w/ nibs",0.55,5," B,S,C,V,L",3.5,creamy, crunchy, very sweet,,
431,L.A. Burdick (Felchlin),U.S.A.,2009,Madagascar,Madagascar,0.64,5," B,S,C,V,L",3.5,smooth, rich, lemon,,
2008,Johnny Iuzzini,U.S.A.,2017,Madagascar,"Sambirano Valley, Batch 7",0.68,5," B,S,C,V,L",3.5,vanilla, gateway,,,
1053,Guittard,U.S.A.,2013,Ecuador,Ecuador,0.65,5," B,S,C,V,L",3.5,very spicy, roasty,,,
387,Guittard,U.S.A.,2009,Blend,Complexite,0.7,5," B,S,C,V,L",3.5,complex, fruit, nut, raisin,
276,Guittard,U.S.A.,2008,Venezuela,Ocumare,0.65,5," B,S,C,V,L",3.5,creamy, nutty,,,
147,Guittard,U.S.A.,2007,Blend,Quetzalcoatl,0.72,5," B,S,C,V,L",3.5,creamy,sandy,nutmeg, moss,
93,Guittard,U.S.A.,2006,Blend,Tsaranta,0.61,5," B,S,C,V,L",3.5,sweet, rich cocoa, mild citrus,,
93,Guittard,U.S.A.,2006,Ecuador,"Los Rios, Quevedo",0.65,5," B,S,C,V,L",3.5,creamy, blackberry,,,
87,Guittard,U.S.A.,2006,Madagascar,"Sambirano, Ambanja",0.65,5," B,S,C,V,L",3.5,creamy, sweet, blueberry,,
494,Felchlin,Switzerland,2010,Grenada,Grenada,0.58,5," B,S,C,V,L",3.5,spicey, marshmallow,,,
48,Felchlin,Switzerland,2006,Ecuador,Arriba,0.72,5," B,S,C,V,L",3.5,fatty, rich, spice, nutty,
1121,Malagos,Philippines,2013,Philippines,"Davao, Mt. Talamo foothills",0.65,5," B,S,C,V,L",3.5,sandy, sweet, cocoa,,
288,Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,0.75,5," B,S,C,V,L",3.5,sticky, bitter, nutty,,
284,Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,0.67,5," B,S,C,V,L",3.5,sandy, red berry, cocoa,,
2230,Palet D'Or,Japan,2018,Haiti,Haiti,0.7,5," B,S,C,V,L",3.5,vanilla, sweet, gateway,,
1716,Cacao Barry,France,2016,Haiti,Grand 'Anse,0.65,5," B,S,C,V,L",3.5,gritty, sweet, citrus,,
1153,Valrhona,France,2013,Dominican Republic,"Loma Sotavento, 2013",0.64,5," B,S,C,V,L",3.5,complex, herbs, fruit, dairy,
1145,Valrhona,France,2013,Blend,"Andoa, Grand Cru blend",0.7,5," B,S,C,V,L",3.5,yogurt, lemon, licorice,,
395,Valrhona,France,2009,Ghana,Nyangbo,0.68,5," B,S,C,V,L",3.5,creamy, cocoa, bread,,
75,Valrhona,France,2006,Madagascar,"Sambirano, Ampamakia 2005, Millot P.",0.64,5," B,S,C,V,L",3.5,red berry, rich cocoa,,,
1061,Kah Kow,Dominican Republic,2013,Dominican Republic,"Rizek Cacao, Cibao Valley, Rizek",0.7,5," B,S,C,V,L",3.5,raisins, prunes,,,
552,Luker,Colombia,2010,Colombia,Santander,0.65,5," B,S,C,V,L",3.5,marshmallow, rich brownie,,,
166,Pierre Marcolini,Belgium,2007,Blend,"Fleur de Cacao, Venezuela/ Ghana",0.85,5," B,S,C,V,L",3.5,cinamon, bitter aftertaste,,,
2084,Bitacora,Venezuela,2018,Venezuela,Aragua,0.7,4," B,S,C,L",3.5,smooth texture, earthy, nutty,,
423,Escazu,U.S.A.,2009,Venezuela,Carenero Superior,0.81,4," B,S,C,V",3.5,hazelnut, fruit, slight bitter,,
129,Amano,U.S.A.,2007,Madagascar,Madagascar,0.7,4," B,S,C,V",3.5,spice, nut, cocoa, fruit,
2574,Dancing Lion,U.S.A.,2021,Peru,"Ucayali, collab w/ USAID & Alanzo Cacao",0.72,4," B,S,C,L",3.5,raisiny, slight anise, roasty,,
1860,Cacao Market,U.S.A.,2016,Honduras,"Jutiapa, lot 050916D",0.7,4," B,S,C,L",3.5,deep cocoa, fatty, dairy,,
805,Tejas,U.S.A.,2012,Dominican Republic,Presidio,0.7,4," B,S,C,V",3.5,molasses, caramel,,,
825,Millcreek Cacao Roasters,U.S.A.,2012,Ecuador,Ecuador,0.7,4," B,S,C,V",3.5,wine, brownie batter,,,
1085,Madre,U.S.A.,2013,Brazil,Brazil,0.7,4," B,S,C,V",3.5,strong vanilla, nut, coffee,,
995,Madre,U.S.A.,2012,U.S.A.,Kaua'i Island,0.7,4," B,S,C,V",3.5,vanilla, brownie, peanut,,
1097,Lonohana,U.S.A.,2013,U.S.A.,"Hawai'i Island, Hawaiian Crown, Kona Vanilla",0.7,4," B,S,C,V",3.5,sandy, floral, vanilla, candy,
2764,Kah Kow - USA,U.S.A.,2022,Dominican Republic,Los Bejucos,0.72,4," B,S,C,L",3.5,honey, molasses, cream, woody,
2764,Kah Kow - USA,U.S.A.,2022,Dominican Republic,"Tireo, light roast, Chi Bui collab",0.72,4," B,S,C,L",3.5,floral, woody, cocoa, creamy,
1980,Johnny Iuzzini,U.S.A.,2017,Ecuador,Camino Verde P.,0.7,4," B,S,C,L",3.5,floral, bourbon, salt,,
1976,Johnny Iuzzini,U.S.A.,2017,Vietnam,"Tien Giang, Mekong Delta",0.65,4," B,S,C,L",3.5,sweet, fruity, vanilla,,
2398,Firetree,U.K.,2019,Solomon Islands,Guadalcanal,0.69,4," B,S,C,L",3.5,plums, cocoa,,,
2394,Firetree,U.K.,2019,Papua New Guinea,Karkar Island,0.72,4," B,S,C,L",3.5,caramel, acidic, creamy,,
2648,Duffy's,U.K.,2021,Nicaragua,"Juno, batch 201006",0.7,4," B,S,C,L",3.5,fruit, holiday spice,,,
2366,Duffy's,U.K.,2019,Philippines,South Cotabato,0.7,4," B,S,C,L",3.5,cocoa, honey, watery, sweet,
1331,Duffy's,U.K.,2014,Nicaragua,"Chuno, Xoco",0.7,4," B,S,C,L",3.5,sandy, full bodied, spicy,,
1038,Hotel Chocolat (Coppeneur),U.K.,2013,Vietnam,Mekong Delta & Dong Nai,0.8,4," B,S,C,L",3.5,tart, fruity, intense,,
809,Hotel Chocolat (Coppeneur),U.K.,2012,Madagascar,Sambirano,0.66,4," B,S,V,L",3.5,sweet, red berry, sour,,
478,Chocovic,Spain,2010,Madagascar,Sambirano,0.71,4," B,S,C,L",3.5,spicey, cocoa,,,
209,Chocovic,Spain,2008,Venezuela,Ocumare,0.71,4," B,S,C,L",3.5,long lasting, cocoa base,,,
1908,Cacao Sampaka,Spain,2016,Congo,"Mahali, Kasai",0.7,4," B,S,C,L",3.5,rich, cherries, acidic,,
537,Cacao Sampaka,Spain,2010,Venezuela,Venezuela,0.77,4," B,S,C,L",3.5,intense, roasty, rich cocoa,,
537,Cacao Sampaka,Spain,2010,Venezuela,Venezuela,0.71,4," B,S,C,L",3.5,gritty, fudge-like, nutty,,
508,Cacao Sampaka,Spain,2010,Madagascar,Madagascar,0.71,4," B,S,C,L",3.5,creamy, earthy, dark roast,,
1046,Blanxart,Spain,2013,Congo,"Congo, Grand Cru",0.82,4," B,S,C,V",3.5,complex, fruity, mild bitter,,
184,Malagasy (Chocolaterie Robert),Madagascar,2007,Madagascar,Mora Mora 2006,0.73,4," B,S,C,L",3.5,creamy, sublte grape notes,,,
1988,Pura Delizia,Italy,2017,Philippines,Philippines,0.66,4," B,S,C,L",3.5,spice, sunflower,,,
1984,Pura Delizia,Italy,2017,Vietnam,Vietnam,0.75,4," B,S,C,L",3.5,intense, fig, roasty, citrus,
2566,Aruntam,Italy,2021,Tanzania,"Kokoa Kamili, lot TZ72199",0.72,4," B,S,C,L",3.5,caramel, sour milk,,,
2092,Amedei,Italy,2018,Blend,Nine,0.75,4," B,S,C,V",3.5,sweet, delicate, complex,,
170,Amedei,Italy,2007,Blend,Toscano Black,0.63,4," B,S,C,V",3.5,fatty, dairy, caramel, cocoa,
129,Amedei,Italy,2007,Trinidad,Trinidad,0.7,4," B,S,C,V",3.5,coffee, fruit, woodsy,,
123,Amedei,Italy,2007,Grenada,Grenada,0.7,4," B,S,C,V",3.5,fruity with coffee notes,,,,
1466,Holy Cacao,Israel,2015,Venezuela,Mara,0.7,4," B,S,C,L",3.5,muted, fatty, nutty,,
1466,Holy Cacao,Israel,2015,Trinidad,Gran Couva,0.7,4," B,S,C,L",3.5,creamy, nutty, tea, fatty,
1466,Holy Cacao,Israel,2015,Madagascar,Sambirano,0.7,4," B,S,C,L",3.5,rich cocoa, fatty,,,
1466,Holy Cacao,Israel,2015,Ecuador,"Camino Verde P., Balao, Guayas",0.7,4," B,S,C,L",3.5,floral, roasty, coffee,,
661,Danta,Guatemala,2011,Guatemala,Los Ujuxtes,0.6,4," B,S,C,V",3.5,oily, dried fruit, vanilla,,
1646,Georgia Ramon,Germany,2015,Madagascar,Akesson P.,0.75,4," B,S,C,L",3.5,red fruit, tart, fat, leathery,
1646,Georgia Ramon,Germany,2015,Dominican Republic,Conacado Coop,0.8,4," B,S,C,L",3.5,deep cocoa, fruit, spice,,
1646,Georgia Ramon,Germany,2015,Dominican Republic,Conacado Coop,0.7,4," B,S,C,L",3.5,sticky, spice, roasty, earthy,
797,A. Morin,France,2012,Bolivia,Bolivia,0.7,4," B,S,C,L",3.5,vegetal, nutty,,,
2206,A. Morin,France,2018,Venezuela,Porcelana,0.7,4," B,S,C,L",3.5,alluring aroma, powdery,nutty,,
1704,A. Morin,France,2015,Peru,Quilla,0.7,4," B,S,C,L",3.5,grainy texture, cocoa, sweet,,
1680,A. Morin,France,2015,Togo,Akata,0.7,4," B,S,C,L",3.5,mild profile, chocolaty, spice,,
951,Vietcacao (A. Morin),France,2012,Vietnam,"Ben Tre, Mekong Delta, MoCay",0.7,4," B,S,C,L",3.5,spicy, dairy,,,
1315,A. Morin,France,2014,Venezuela,"Sur del Lago, Criollo",0.7,4," B,S,C,L",3.5,nutty, mild choco, roasty,,
1315,A. Morin,France,2014,Cuba,Cuba,0.7,4," B,S,C,L",3.5,sliglty dry, papaya,,,
2418,Pralus,France,2019,Ecuador,Equateur,0.75,4," B,S,C,L",3.5,dried fruit, floral,,,
2414,Pralus,France,2019,Tanzania,Tanzanie,0.75,4," B,S,C,L",3.5,spicy, cocoa,,,
2410,Pralus,France,2019,Sao Tome & Principe,Sao Tome & Principe,0.75,4," B,S,C,L",3.5,deep cocoa, fatty, mild ashey,,
486,Pralus,France,2010,Venezuela,Chuao,0.75,4," B,S,C,L",3.5,nutty, red berry, rich,,
280,Pralus,France,2008,Brazil,"Monte Alegre, Diego Badero",0.75,4," B,S,C,L",3.5,complex, herbal, sour,,
99,Pralus,France,2006,Blend,"Djakarta, Java and Ghana",0.75,4," B,S,C,L",3.5,tart, fruit, cocoa,,
1019,A. Morin,France,2013,Peru,Chanchamayo Province,0.7,4," B,S,C,L",3.5,cocoa,sour,intense tangerine,,
2438,Michel Cluizel,France,2019,Guatemala,La Laguna Plantation,0.7,4," B,S,C,V",3.5,dairy, cocoa, fatty, apple,
135,Michel Cluizel,France,2007,Sao Tome,Vila Gracinda,0.67,4," B,S,C,V",3.5,creamy, smoke, raspberry,,
117,Michel Cluizel,France,2007,Venezuela,"Carenero Superior, Concepcion",0.66,4," B,S,C,V",3.5,cocoa, orange,,,
1638,Laia aka Chat-Noir,France,2015,Sao Tome,"Sao Tome, Batch 151",0.75,4," B,S,C,L",3.5,rich, roasty, nutty, smoke,
891,La Maison du Chocolat (Valrhona),France,2012,Dominican Republic,Loma Sotavento,0.66,4," B,S,C,L",3.5,nutty, pear, sour milk,,
741,La Maison du Chocolat (Valrhona),France,2011,Grenada,Grenada,0.68,4," B,S,C,L",3.5,rich, vegetal, banana, spice,
346,La Maison du Chocolat (Valrhona),France,2009,Venezuela,"Porcelana, Pariguan",0.69,4," B,S,C,L",3.5,nutty, grassy, rich cocoa,,
230,La Maison du Chocolat (Valrhona),France,2008,Blend,"Cuana, 2008, Ven., Indonesia, Ecuad.",0.74,4," B,S,C,L",3.5,roasty, dark berry, rich,,
269,Caoni (Tulicorp),Ecuador,2008,Ecuador,Esmeraldas,0.55,4," B,S,C,L",3.5,sandy, sweet, spicy,,
237,Cacaoyere (Ecuatoriana),Ecuador,2008,Ecuador,Esmeraldas,0.71,4," B,S,C,L",3.5,dry, spicy, fruity,,
237,Cacaoyere (Ecuatoriana),Ecuador,2008,Ecuador,Amazonia,0.63,4," B,S,C,L",3.5,sandy, sweet, bold citrus,,
147,Republica del Cacao (aka Confecta),Ecuador,2007,Ecuador,El Oro,0.67,4," B,S,C,L",3.5,creamy, caramel, dairy,,
